,app_id,Topic,Label,Sublabel,,
95,189,0,Game,General,Fortnite,Fortnite is an online video game first released in 2017 and developed by Epic Games. It is available as separate software packages having different game modes that otherwise share the same general gameplay and game engine.
96,190,17,Game,Simulation,ACOrigins,Assassin's Creed Origins is an action-adventure video game developed by Ubisoft Montreal and published by Ubisoft. It is the tenth major installment in the Assassin's Creed series and the successor to 2015's Assassin's Creed Syndicate.
257,195,19,Game,RPG,BlackDesert,Black Desert Online is a sandbox-oriented massively multiplayer online role-playing game by Korean video game developer Pearl Abyss. The game has been in development since 2010
258,197,10,Game,Shooting,codoMP,Call of Duty is a first-person shooter video game franchise. The series began on Microsoft Windows
76,198,10,Game,Shooting,CrossFire,CrossFire is an online tactical first-person shooter for Microsoft Windows developed by Smilegate Entertainment. The game was released in China by Tencent Games
104,199,10,Game,Shooting,csgo,Counter-Strike: Global Offensive is a multiplayer first-person shooter video game developed by Hidden Path Entertainment and Valve Corporation.
178,201,19,Game,RPG,Diablo III,Diablo III is a dungeon crawler action role-playing game developed and published by Blizzard Entertainment.
18,202,8,Game,Platform,Discord,Discord is a proprietary freeware VoIP application and digital distribution platform designed for video gaming communities
106,203,0,Game,General,dontstarve,Don't Starve is an open world survival video game developed by the Canadian indie company Klei Entertainment. The game was initially released via Valve Corporation's Steam software for Microsoft Windows
56,204,0,Game,General,dota 2,Dota 2 is a multiplayer online battle arena video game developed and published by Valve Corporation. The game is a sequel to Defense of the Ancients
166,206,4,Open-source,Open-source,CandyCrushsaga,Candy Crush Saga is a free-to-play match-three puzzle video game released by King on April 12
45,207,8,Game,Platform,Blizzard Battle.net,Blizzard Battle.net is an Internet-based online gaming
69,208,0,Game,General,Heroes of the Storm,Heroes of the Storm is a multiplayer online battle arena video game developed and published by Blizzard Entertainment for Microsoft Windows and macOS
11,213,0,Game,General,League of Legends,League of Legends is a multiplayer online battle arena video game developed and published by Riot Games for Microsoft Windows and macOS. The game follows a freemium model and is supported by microtransactions
88,214,10,Game,Shooting,left4dead,Left 4 Dead is a series of cooperative first-person shooter
233,216,2,Game,Graphic Intensive,LootHoarder,Loot Hoarder can be obtained through Classic card packs
188,217,9,Multimedia,Audio,Mahjong,Mahjong is a tile-based game that was developed in China during the Qing dynasty and has spread throughout the world since the early 20th century. It is commonly played by four players.
274,219,4,Open-source,Open-source,MEmu App Player,MEmu is the fastest free Android Emulator to play mobile games on PC.
47,220,8,Game,Platform,Minecraft,Minecraft is a 2011 sandbox video game created by Swedish game developer Markus Persson and later developed by Mojang. The game allows players to build with a variety of different blocks in a 3D procedurally generated world
232,223,8,Game,Platform,Garena Platform ,Garena is the exclusive operator of top-tier games in Greater Southeast Asia. Through our Garena platform
14,225,2,Game,Graphic Intensive,SpeedBall,Speed ball is a 3D ball running game. In this game you can control the ball to avoid obstacles and pass levels.
30,228,2,Game,Graphic Intensive,EasyAntiCheat,Easy Anti-Cheat
237,231,10,Game,Shooting,CS,Counter-Strike is a series of multiplayer first-person shooter video games
203,233,14,Graphic,Image,Google Earth,Google Earth is a computer program that renders a 3D representation of Earth based on satellite imagery. The program maps the Earth by superimposing satellite images
170,240,17,Game,Simulation,Kindle,The Amazon Kindle is a series of e-readers designed and marketed by Amazon. Amazon Kindle devices enable users to browse
259,241,9,Multimedia,Audio,The KMPlayer,K-Multimedia Player is a media player for Windows which can play a large number of formats including VCD
245,244,6,Graphic,Video,VideoEditor,Video editing software is an application program which handles the post-production video editing of digital video sequences on a computer non-linear editing system. It has replaced traditional flatbed celluloid film editing tools and analogue video tape-to-tape online editing machines.
79,245,4,Open-source,Open-source,VLC media player,VLC media player is a free and open-source
60,247,13,Streaming,Streaming,Spotify,Spotify Ltd. is a music streaming platform developed by Swedish company Spotify Technology S.A.
113,248,14,Graphic,Image,Windows Camera,Windows Camera is an image and video capture utility included with the most recent versions of Windows and its mobile counterpart.
66,249,9,Multimedia,Audio,Windows Media Player,Windows Media Player is a media player and media library application developed by Microsoft that is used for playing audio
165,253,13,Streaming,Streaming,QQ Music,QQ Music is one of the three Chinese freemium music streaming service owned by Tencent and is under their QQ brand. As of 2018
143,254,9,Multimedia,Audio,QuickTime Player,QuickTime is an extensible multimedia framework developed by Apple Inc.
53,256,16,Productivity,Download,RealDownloader,RealDownloader is a freemium download manager by RealNetworks that downloads embedded Internet videos in multiple formats including MOV and FLV from sites such as YouTube
116,260,12,Productivity,Storage,SHAREit,SHAREit is a technology company founded in April 2015. The CEO of the company is Michael Qiu. Users can use SHAREit to transfer files including photos
150,262,9,Multimedia,Audio,PowerDVD ,CyberLink PowerDVD is a universal media player for movie discs
22,264,1,Software,Software,flash player,Adobe Flash Player is computer software for using content created on the Adobe Flash platform
275,265,4,Open-source,Open-source,Kodi,Kodi is a free and open-source media player software application developed by the XBMC Foundation
208,267,15,Productivity,Office,Power2Go,CyberLink Power2Go 8 is a cut above most of the other burning suites in this category
210,268,14,Graphic,Image,FastStone Capture,FastStone Capture is a powerful
239,270,9,Multimedia,Audio,BS Player,BSPlayer is top hardware accelerated video player for Android smartphones and tablet PCs.
187,271,15,Productivity,Office,Nero Burning ROM,Nero Burning ROM
234,277,9,Multimedia,Audio,ACGPlayer,ACG Player is a decent multimedia player with a minimalistic aspect that comes along with a wide range of interesting functions to play videos and music
279,281,14,Graphic,Image,Canon My Image Garden,My Image Garden is an application that allows you to utilize photos taken with digital cameras and other images saved on your computer
75,288,12,Productivity,Storage,bugreport,A bad bug report does not contain the information needed to reproduce and fix problems. A good bug report is an efficient form of communication for both bug reporter and bug receiver.
206,289,9,Multimedia,Audio,formatfactory,FormatFactory is an ad-supported freeware multimedia converter that can convert video
219,292,16,Productivity,Download,iTools,The best tools from across the web - Use one and switch to another tool with a click. Tools to look up
38,293,9,Multimedia,Audio,iTunes,iTunes is a media player
78,294,13,Streaming,Streaming,KuGou,KuGou is a Chinese music streaming and download service established in 2004 and owned by Tencent Music. It is the largest music streaming service in the world
39,295,12,Productivity,Storage,BitTorrent,BitTorrent is a communication protocol for peer-to-peer file sharing which is used to distribute data and electronic files over the Internet.
159,296,9,Multimedia,Audio,AIMP,AIMP is a freeware audio player for Windows and Android
120,297,13,Streaming,Streaming,Amazon Music,Amazon Music is a music streaming platform and online music store operated by Amazon.com. Launched in public beta on September 25
156,298,6,Graphic,Video,Lenovo Photo Master,From ThinkWiki. It is a tool to edit and share pictures. It is based on the CyberLink technology.
103,301,13,Streaming,Streaming,NeteaseMusic,Netease Cloud Music is a freemium music streaming service developed and owned by NetEase
133,302,9,Multimedia,Audio,NoxPlayer,Nox App Player is an Android emulator that lets you use almost any of this operating system's apps from the comfort of your own computer.
182,304,14,Graphic,Image,Photo Gallery,Photo Gallery is an image organizer
127,305,14,Graphic,Image,Picasa,Picasa is a discontinued image organizer and image viewer for organizing and editing digital photos
19,307,12,Productivity,Storage,PicaView,PicaView.dll is a DLL (Dynamic Link Library) file that belongs to ACDSee
115,308,13,Streaming,Streaming,Popcorn-Time,Popcorn Time is a multi-platform
177,309,9,Multimedia,Audio,PotPlayer,PotPlayer is a multimedia software player developed for the Microsoft Windows operating system by South Korean Internet company Kakao. The player competes against other popular media players available for the Windows operating system such as VLC media player
164,310,6,Graphic,Video,paint.net,Paint.net is a freeware raster graphics editor program for Microsoft Windows
7,314,14,Graphic,Image,Microsoft Photos,Microsoft Photos is the Microsoft's modern image viewer
246,315,12,Productivity,Storage,CyberLink MediaLibrary Service,CyberLink Media Library is an application that runs in the background if you use certain programs from CyberLink. Its main purpose is to organize and track your media files so that the main CyberLink software can work better.
260,317,14,Graphic,Image,View 3D,View 3D was a minimalist 3D object viewer that was first included in Windows 10��s Creators Update and was replaced by Mixed Reality Viewer in the Windows 10 Fall Creators Update. It supported the .fbx
64,325,1,Software,Software,nortonsecurity,Norton AntiVirus is an anti-virus and an anti-malware software developed and distributed by Symantec Corporation since 1991 as part of its Norton family of computer security products. It uses signatures and heuristics to identify viruses. Other features included in it are e-mail spam filtering and phishing protection.
201,328,4,Open-source,Open-source,CodecTweakTool,Codec Tweak Tool is a free utility able to detect and remove broken references to codecs and filters.
27,330,1,Software,Software,Kaspersky,Kaspersky Lab is a multinational cybersecurity and anti-virus provider headquartered in Moscow
262,336,1,Software,Software,QHSafeMain,QHSafeMain.exe is part of 360 Total Security and developed by QIHU 360 SOFTWARE CO.
34,337,3,Productivity,Office/Anti-virus,Windows Defender,Windows Defender is an anti-malware component of Microsoft Windows. It was first released as a downloadable free antispyware program for Windows XP
149,338,1,Software,Software,WebCompanion,Web Companion is a software program developed by Lavasoft. ... During setup
62,342,3,Productivity,Office/Anti-virus,Malwarebytes,Malwarebytes is an anti-malware software for Microsoft Windows
101,344,1,Software,Software,LogMeIn Rescue,LogMeIn Rescue is a comprehensive software that offers remote support to a wide range of platforms
70,350,3,Productivity,Office/Anti-virus,Avast Antivirus,Avast Antivirus is a family of internet security applications developed by Avast for Microsoft Windows
57,351,1,Software,Software,AVG Antivirus,AVG AntiVirus is a family of antivirus software developed by AVG Technologies
194,353,1,Software,Software,Bitdefender ,Bitdefender is a Romanian cybersecurity and anti-virus software company. It was founded in 2001 by Florin Talpe? who is currently the CEO. Bitdefender develops and sells anti-virus software
17,358,7,Browser,Browser,LINE,Line is a freeware app for instant communications on electronic devices such as smartphones
105,361,1,Software,Software,Skype,Skype is a telecommunications application software product that specializes in providing video chat and voice calls between computers
3,362,13,Streaming,Streaming,WeChat,WeChat is a Chinese multi-purpose messaging
140,363,7,Browser,Browser,Zalo,A Vietnamese IM app. Zalo is the number-one IM app in Vietnam. It works very similarly to Viber and LINE: with it
137,365,13,Streaming,Streaming,Facebook,Facebook
32,366,13,Streaming,Streaming,WhatsApp,WhatsApp Messenger is a freeware and cross-platform messaging and Voice over IP service owned by Facebook. The application allows the sending of text messages and voice calls
255,374,12,Productivity,Storage,Adobe Desktop Service,Adobe Desktop Service.exe file information. The process known as Creative Cloud or Service for Adobe Desktop Apps belongs to software Adobe Creative Cloud by Adobe Systems (www.adobe.com).
267,379,4,Open-source,Open-source,AMP Browser,The AMP Browser is an open source web browser based on Chromium
273,383,12,Productivity,Storage,Google Drive,Google Drive is a file storage and synchronization service developed by Google. Launched on April 24
24,387,7,Browser,Browser,Cent Browser,Cent Browser is a Chromium-based browser that functions similarly with Google Chrome but offers a set of unique features. It has a neat and flexible interface that makes it easy to use and understand by all users.
20,392,7,Browser,Browser,CryptoTab Browser,CryptoTab Browser includes built-in mining algorithm that allows using your computer resources more effectively than in extension format. It boosts your mining speed up to 8 times and increases BTC earnings.
266,394,3,Productivity,Office/Anti-virus,DAEMON Tools,DAEMON Tools is a virtual drive and optical disc authoring program for Microsoft Windows and Mac OS.
175,395,18,Design,CAD,DataCardMonitor MFC,The DataCardMonitor.exe process is also known as DataCardMonitor MFC Application and is a part of Huawei Technologies Co.
135,408,1,Software,Software,FileZilla FTP,FileZilla is a free software
117,411,1,Software,Software,FortiClient,The FortiClient software provides a variety of features
48,412,11,Productivity,Client,Foxmail,Foxmail is a freeware e-mail client developed by Tencent.
186,413,16,Productivity,Download,GenericSetup,GenericSetup is mostly used to apply add-on-specific changes to the site configuration
207,414,4,Open-source,Open-source,gimp,GIMP is a free and open-source raster graphics editor used for image retouching and editing
222,420,12,Productivity,Storage,Hotspot Shield,Hotspot Shield is a virtual private network utility developed by AnchorFree
145,421,14,Graphic,Image,HPScan,HP Scan and Capture is a simple and fun application that captures photos or documents from any* HP scanning device or your computer's built-in camera.
131,425,16,Productivity,Download,Internet Download Manager,Internet Download Manager is a shareware download manager. It is only available for the Microsoft Windows operating system. Internet download manager is a tool to manage and schedule downloads. It can use full bandwidth.
118,428,16,Productivity,Download,JDownloader,JDownloader is a download manager
83,429,15,Productivity,Office,Kingsoft Spreadsheets,WPS Office is an office suite for Microsoft Windows
276,432,1,Software,Software,Macromedia Flash Player ,Adobe Flash is a deprecated multimedia software platform used for production of animations
5,437,15,Productivity,Office,Microsoft OneDrive,OneDrive is a file hosting service and synchronization service operated by Microsoft as part of its suite of Office Online services.
230,440,2,Game,Graphic Intensive,Movavi Video Suite,Easy video maker for unlimited creativity. In addition to the video making app
154,445,13,Streaming,Streaming,Notes,Notes is a notetaking app developed by Apple. It is provided on their iOS and macOS operating systems
67,449,19,Game,RPG,PocketRPG,Pocket RPG is a dual-stick action dungeon-crawler. In it you can choose from three distinct classes
15,453,3,Productivity,Office/Anti-virus,Radeon Settings,AMD Radeon Software?(formerly named?ATI Catalyst?and?AMD Catalyst) is a?device driver?and?utility software?package for?Advanced Micro Devices's?graphics cards?and?APUs. It is built using the?Qt?toolkit and runs on Microsoft Windows and Linux
277,457,17,Game,Simulation,RTX,RTX is a series of annual gaming and Internet conventions created by Rooster Teeth held in Austin
204,459,4,Open-source,Open-source,ShadowsocksR,Shadowsocks is a free and open-source encrypted proxy project
49,461,3,Productivity,Office/Anti-virus,SOLIDWORKS,SolidWorks is a solid modeling computer-aided design and computer-aided engineering computer program that runs on Microsoft Windows. SolidWorks is published by Dassault Syst��mes. According to the publisher
195,462,2,Game,Graphic Intensive,SoundRec,Professional Sound Mixing and Recording Studio for Film
144,464,1,Software,Software,Status Monitor,The Status Monitor utility is a configurable software tool that allows you to monitor the status of one or more devices
223,466,2,Game,Graphic Intensive,Turbo Virtual Machine,The Turbo Virtual Machine (SVM) is a lightweight implementation of core operating system APIs
167,468,6,Graphic,Video,VSDC Video Editor,VSDC Free Video Editor is a non-linear editing system (NLE) published by Flash-Integro
98,469,12,Productivity,Storage,WinRAR archiver,WinRAR is a trialware file archiver utility for Windows
126,470,12,Productivity,Storage,WinZip,WinZip is a trialware file archiver and compressor for Windows
190,471,6,Graphic,Video,Wondershare Video Editor,Wondershare Video Editor lets you edit and create videos
92,472,2,Game,Graphic Intensive,XboxApp,The Xbox app (originally known as Xbox 360 SmartGlass and Xbox One Smartglass) is a dashboard for Xbox Live accounts. On launch
268,572,2,Game,Graphic Intensive,BATTLETECH Series,Requires internet connection.About the gameFrom original BATTLETECH/MechWarrior creator Jordan Weisman and the developers of the award-winning Shadowrun Returns series comes the next-generation of turn-based tactical 'Mech combat.The year is 3025 and the galaxy is trapped in a cycle of perpetual war fought by noble houses with enormous mechanized combat vehicles called BattleMechs. Take command of your own mercenary outfit of 'Mechs and the MechWarriors that pilot them struggling to stay afloat as you find yourself drawn into a brutal interstellar civil war. Upgrade your starfaring base of operations negotiate mercenary contracts with feudal lords repair and maintain your stable of aging BattleMechs and execute devastating combat tactics to defeat your enemies on the battlefield.Key FeaturesCOMMAND A SQUAD OF 'MECHS IN TURN-BASED COMBATDeploy over 30 BattleMechs in a wide variety of combinations. Use terrain positioning weapon selection and special abilities to outmaneuver and outplay your opponents.MANAGE YOUR MERCENARY COMPANYRecruit customize and develop unique MechWarriors. Improve and customize your dropship. As a Mercenary travel a wide stretch of space taking missions and managing your reputation with a variety of noble houses and local factions.TAKE PART IN A DESPERATE CIVIL WARImmerse yourself in the story of a violently deposed ruler waging a brutal war to take back her throne with the support of your ragtag mercenary company.CUSTOMIZE YOUR 'MECHSUse your MechLab to maintain and upgrade your units replacing damaged weapon systems with battlefield salvage taken from fallen foes.PVP MULTIPLAYER & SKIRMISH MODECustomize a Lance of 'Mechs and MechWarriors to go head-to-head with your friends compete against opponents online or jump into single-player skirmish mode to test your strategies against the AI.System Requirements Windows - MinimumRequires a 64-bit processor and operating systemOS: 64-bit Windows 7 or HigherProcessor: Intel  Core  i3-2105 or AMD  Phenom  II X3 720Memory: 8 GB RAMGraphics: Nvidia  GeForce  GTX 560 Ti or AMD  ATI Radeon  HD 5870 (1 GB VRAM)DirectX: Version 11Network: Broadband Internet connectionStorage: 30 GB available spaceSound Card: DirectX 9 sound deviceAdditional Notes: Multiplayer is compatible between Windows and Mac versions.Windows - RecommendedRequires a 64-bit processor and operating systemOS: 64-bit Windows 7 or HigherProcessor: Intel  Core  i5-4460 or AMD  FX-4300Memory: 16 GB RAMGraphics: Nvidia  GeForce  GTX 670 or AMD  Radeon  R9 285 (2 GB VRAM)DirectX: Version 11Network: Broadband Internet connectionStorage: 30 GB available spaceSound Card: DirectX 9 sound deviceAdditional Notes: Multiplayer is compatible between Windows and Mac versions.Mac - MinimumRequires a 64-bit processor and operating systemOS: macOS High Sierra 10.13.3Processor: Intel  Core  i5-4670Memory: 8 GB RAMGraphics: Nvidia  GeForce  GTX 775M (2 GB VRAM)Network: Broadband Internet connectionStorage: 30 GB available spaceAdditional Notes: Multiplayer is compatible between Windows and Mac versions.Mac - RecommendedRequires a 64-bit processor and operating systemOS: macOS High Sierra 10.13.3Processor: Intel  Core  i7-7700KMemory: 16 GB RAMGraphics: AMD  Radeon  Pro 580 (8 GB VRAM)Network: Broadband Internet connectionStorage: 30 GB available spaceAdditional Notes: Multiplayer is compatible between Windows and Mac versions.Linux - MinimumOS: Ubuntu 18.04LTS 64-bit and higher or SteamOSProcessor: Intel  Core  i3-3240 CPU @ 3.40GHz  4RAM: 8 GBHDD: 35 GBGraphics card: GeForce GTX 560 Ti/PCIe/SSE2Sound card:Linux - RecommendedOS: Ubuntu 18.04.1 64-bit or SteamOSProcessor: Intel  Core  i5-4460 or AMD  FX-4300RAM: 16 GBHDD: 35 GBGraphics card: Nvidia  GeForce  GTX 670 or AMD  Radeon  R9 285 (2 GB VRAM)Sound card:Copyright àö√á¬¨¬© 2018 Harebrained Holdings Inc. All Rights Reserved. BATTLETECH  is a trademark of Microsoft in Europe the U.S. and other countries. Published by Paradox Interactive AB. All other trademarks logos and copyrights are property of their respective owners.
242,577,2,Game,Graphic Intensive,Batman Arkham City - Game of the Year Edition Series,"THE GAME Batman Arkham City Game of the Year includes the following DLC: Catwoman Pack Nightwing Bundle Pack Robin Bundle Pack Harley Quinn  Revenge Challenge Map Pack and Arkham City Skins Pack. Batman: Arkham City Game of the Year Edition packages new gameplay content seven maps three playable characters and 12 skins beyond the original retail release: Maps: Wayne Manor Main Hall Freight Train Black Mask The Joker's Carnival Iceberg Long and Batcave Playable Characters: Catwoman Robin and Nightwing Skins: 1970s Batsuit Year One Batman The Dark Knight Returns Earth One Batman Batman Beyond Batman Animated Batman Sinestro Corps Batman Long Halloween Catwoman Animated Catwoman Animated Robin Red Robin and Animated Nightwing Batman: Arkham City builds upon the intense atmospheric foundation of Batman: Arkham Asylum sending players flying through the expansive Arkham City - five times larger than the game world in Batman: Arkham Asylum - the new maximum security ""home"" for all of Gotham City's thugs gangsters and insane criminal masterminds. Featuring an incredible Rogues Gallery of Gotham City's most dangerous criminals including Catwoman The Joker The Riddler Two-Face Harley Quinn The Penguin Mr. Freeze and many others the game allows players to genuinely experience what it feels like to be The Dark Knight delivering justice on the streets of Gotham City. KEY FEATURES Batman Arkham City: Arkham City Skins Pack Contains seven bonus Batman skins: 1970s Batman Year One Batman The Dark Knight Returns Earth One Batman Beyond Animated Batman Sinestro Corps Batman The seven Batman skins can be used in storyline mode upon completion of main story and all challenge maps. Batman Arkham City: Challenge Map Pack Contains three all new challenge maps: The Joker  Carnival Iceberg Lounge The Batcave These challenge maps are playable as Batman and any of the downloadable playable characters Catwoman Nightwing and Robin. *Note: Catwoman Nightwing and Robin each sold separately. Batman: Arkham City: Catwoman Pack Download the fully playable Catwoman character in a unique storyline. The Catwoman Bundle Pack comes with two bonus Catwoman skins: Long Halloween Catwoman and Animated Catwoman. Batman Arkham City: Nightwing Pack. Nightwing comes complete with his own unique gadgets and special moves and is playable in all challenge maps in the game as well as two additional challenge maps that are included with the pack: Wayne Manor and Main Hall. The pack also contains a bonus Animated Nightwing character skin. Batman: Arkham City: Robin Pack Download the fully playable Robin character. Robin comes complete with his own unique gadgets and special moves and is playable in all challenge maps in the game as well as two additional challenge maps that are included with the pack: Black Mask and Freight Train. The Freight Train Escape challenge map is a unique take on Arkham City featuring brawler gameplay on a 2D plane. The pack also contains two bonus character skins: Red Robin and Animated Robin. Batman: Arkham City: Harley Quinn's Revenge As the dust settles in Gotham Batman is lured back into Arkham City by its last remaining super-criminal; Harley Quinn. Now more dangerous than ever and leading a homicidal gang of her own she is hell-bent on taking her revenge against the Dark Knight. Allows players back into the urban mega-prison to face down its final challenge. Playing as both Batman and Robin gamers will utilize each of the heroes  unique combat and detective skills to uncover Harley's vengeful plan and close the book on Arkham City forever. Key Features: Play as both Batman and Robin as the high-stakes story unfolds Face off against all new Gang  enemy types Traverse the new environment using Robin  unique navigational abilities Collect 10 Achievements Over 2 hours of unique content SYSTEM REQUIREMENTS Minimum OS: Windows XP Vista 7 Processor: Intel Core 2 Duo 2.4 GHz or AMD Athlon X2 4800+ Memory: 2GB RAM Hard Disk Space: 17 GB free hard drive space Video Card: ATI 3850HD 512 MB or NVIDIA GeForce 8800 GT 512MB DirectX : 9.0c Other Requirements: Online play requires log-in to Games For Windows  Live BATMAN: ARKHAM CITY software  2011 Warner Bros. Entertainment Inc. Developed by Rocksteady Studios Ltd. All other trademarks and copyrights are the property of their respective owners. All rights reserved. DC LOGO BATMAN and all characters their distinctive likenesses and related elements are trademarks of DC Comics  2011. All Rights Reserved. WB GAMES LOGO WB SHIELD:  © Warner Bros. Entertainment Inc."""
81,579,2,Game,Graphic Intensive,Battlefield V,NOTICE: Activation key must be used on a valid Origin account. the game Enter mankind greatest conflict with Battlefield V as the series goes back to its roots in a never-before-seen portrayal of World War 2. Take on physical all-out multiplayer with your squad in experiences like the vast Grand Operations or witness human drama set against global combat in the single player War Stories. As you fight in epic unexpected locations across the globe enjoy the richest and most immersive Battlefield yet. Key Features World War 2 as You've Never Seen It Before Take the fight to unexpected but crucial moments of the war as Battlefield goes back to where it all began. 64-Player Multiplayer in the Chaos of All-Out War Lead your Company in all-out multiplayer with new experiences like the massive Grand Operations. Take on classic modes like Conquest and squad up with friends. The Most Immersive Battlefield Yet Maneuver through the battlefield using a new soldier move set fortifications and mobile tools of destruction. Play Untold War Stories Witness human drama set against global combat in the single player War Stories. Ski down Norwegian mountains as you battle for control of nuclear weapon supply lines join the frontline with the French colonial troops or go behind enemy lines in North Africa with a band of misfits sent to create mayhem. Tides of War Embark on a journey where new content drops continuously transport you and your Company to a huge variety of key WW2 locations where new battlefields and gear await. System Requirements Windows - Minimum OS: 64-bit Windows 7 Windows 8.1 and Windows 10 Processor (AMD): AMD FX-8350 Processor (Intel): Core i5 6600K Memory: 8GB RAM Graphics card (NVIDIA): NVIDIA GeForce  GTX 1050 / NVIDIA GeForce  GTX 660 2GB Graphics card (AMD): AMD Radeon  RX 560 / HD 7850 2GB DirectX: 11.0 Compatible video card or equivalent Online Connection Requirements: 512 KBPS or faster Internet connection Hard-drive space: 50GB Windows - Recommended OS: 64-bit Windows 10 or later Processor (AMD): AMD Ryzen 3 1300X Processor (Intel): Intel Core i7 4790 or equivalent Memory: 12GB RAM Graphics card (NVIDIA): NVIDIA GeForce  GTX 1060 6GB Graphics card (AMD): AMD Radeon  RX 580 8GB DirectX: 11.1 Compatible video card or equivalent Online Connection Requirements: 512 KBPS or faster Internet connection Available Disk Space: 50GB DXR OS - Minimum OS: 64-bit Windows 10 October 2018 Update (1809) Processor (AMD): AMD Ryzen 5 2600 Processor (Intel): Intel Core i5 8400 Memory: 12GB RAM Graphics card (NVIDIA): NVIDIA GeForce  RTX 2070 DirectX: DirectX Raytracing Compatible video card Online Connection Requirements: 512 KBPS or faster Internet connection Available Disk Space: 50GB DXR OS - Recommended OS: 64-bit Windows 10 October 2018 Update (1809) Processor (AMD): AMD Ryzen 7 2700 Processor (Intel): Intel Core i7 8700 Memory: 16GB RAM Graphics card (NVIDIA): NVIDIA GeForce  RTX 2080 DirectX: DirectX Raytracing Compatible video card Online Connection Requirements: 512 KBPS or faster Internet connection Available Disk Space: 50GB
107,585,2,Game,Graphic Intensive,Beholder Series,the game Welcome to a grim dystopian future. A totalitarian State controls every aspect of private and public life. Laws are oppressive. Surveillance is total. Privacy is dead. But FREEDOM lives. You are the State-installed manager of an apartment building. Your daily routine involves making the building a sweet spot for tenants who will come and go. However that is simply a facade that hides your real mission... SPYING on your renters! Your primary task is to covertly watch your tenants and eavesdrop on their conversations. You must BUG their apartments while they're away SEARCH their belongings for whatever can threaten the authority of the State and PROFILE them for your superiors. You must also REPORT anyone capable of violating the laws or plotting subversive activities against the State to the authorities. You MUST! But WILL YOU? You are a cog in a totalitarian machine! But you can still choose to cling to your humanity and empathize with others. Will you report the suspicious activities of a father and orphan his children? Or will you withhold the details about his illegal activities and give him a chance to make things right? You may also choose to blackmail him to acquire the money your family desperately needs. What about the others? As you play the game you'll interact with many characters and complete dozens of quests. You'll also make decisions that will affect the way the story unfolds. This will lead to one of several game endings - the ending you have earned! Just remember: YOUR CHOICES HAVE CONSEQUENCES! AND YOU WILL HAVE TO DEAL WITH THEM! System Requirements Windows - Minimum OS: Windows 7/8/10 Processor: Intel Pentium Dual CPU E2180 2.00GHz Memory: 2 GB RAM Graphics: GeForce 600M / ATI Radeon HD 5450 (1GB) DirectX: Version 9.0c Storage: 1600 MB available space Windows - Recommended OS: Windows 7/8/10 Processor: Intel Core i5  2.4 GHz Memory: 3 GB RAM Graphics: GeForce GT 730 (1Gb) / Radeon R7 A10-7700K DirectX: Version 11 Storage: 1600 MB available space Mac - Minimum OS: MacOSX 10.10 or higher Processor: Intel Core i5  2.4 GHz Memory: 2 GB RAM Graphics: AMD Radeon HD 6490M 256   Storage: 1600 MB available space Mac - Recommended OS: MacOSX 10.10 or higher Processor: Intel Core i5-2400S 2.6 GHz Memory: 3 GB RAM Graphics: AMD Radeon HD 6750M (512) Storage: 1600 MB available space Linux - Minimum OS: Ubuntu 12.04 LTS or more Processor: 1.7 GHz Dual Core Memory: 2 GB RAM Graphics: 1 Gb Storage: 1600 MB available space Linux - Recommended OS: Ubuntu 12.04 LTS or more Processor: Core i5  2.5 GHz Memory: 3 GB RAM Graphics: 1 Gb Storage: 1600 MB available space
