app_id,Topic,Label,Sublabel,app_name,description
604,0,Game,General,Bus Simulator Series,"Bus Simulator 18: Activation key must be used on a valid Steam account. the game Whether in the industrial or harbour zone downtown in the surrounding villages or the business park in Bus Simulator 18 you experience up-close the exciting everyday life of a bus driver in a vast and freely drivable urban area. Get behind the wheel of your 8 original licensed city buses from the great brands of Mercedes-Benz Setra MAN and IVECO and transport your passengers safely and punctually to their destinations either solo in single player mode or with friends in real-time multiplayer mode. As a bus driver in the 12 different districts you'll face the challenges of the traffic in a big city and everything that entails. Don't be deterred by freak weather conditions potholes traffic jams fare evaders accidents construction sites night driving and specific passenger requests. On the contrary take full control of your bus earn money gain a good reputation owing to your safe and punctual driving style and enjoy almost limitless driving pleasure in the authentic urban locations. Use the thousands of miles of virtual roads and streets to gain new districts new buses and new customisation options. With the extensive modding support of Bus Simulator 18 there are no limits: create routes build your own buses create bus liveries design new maps and share them with the community or download and install the modding content available from the Steam Workshop to enhance your game experience. But drive carefully with the buses you build! Don't cause any damage or accidents and watch out for the speed cameras located around the city or it could have a negative effect on your reputation not to mention your wallet. So what are you waiting for? Your shift has already started! Key Features 8 buses from 4 leading manufacturers are faithfully reproduced in meticulous detail including the Mercedes-Benz Citaro K Mercedes-Benz Citaro G MAN Lion's City bus MAN Lion's City CNG articulated bus SETRA S 418 LE business SETRA S 416 LE business IVECO BUS Urbanway and the IVECO BUS Urbanway CNG articulated bus. In real-time multiplayer mode you can drive around the 12 districts and over 5.8mi  of routes in the freely drivable urban area with up to 3 friends and therefore promote your bus service. The updated progression system and the comprehensive management element including route planning the purchase and sale of buses staff planning and numerous statistics will guarantee long-term game motivation. For novices and pros: you can play in a simplified or a realistic mode. Modding: let your imagination run wild and create routes build your own buses design bus liveries create new maps and share them with the community. You can also download and install the modding content available from the Steam Workshop to enhance your game experience. Support for popular steering wheels gamepads Tobii eye tracking and TrackIR. Authentic bus sounds extensive tutorial and passenger voiceovers in English and German to provide even more atmosphere. Control your bus in different weather conditions both day and night. Customisation: fully customise your buses with different colours patterns and advertising panels. Authentically reproduced cockpits of the 4 manufacturers equipped with numerous individual functions. Smart traffic AI and a range of challenging traffic situations await you (bus station night driving construction sites diversions long-distance journeys potholes traffic jams accidents and speed bumps etc.). For a complete gaming experience a variety of incidents in the bus e.g. interior soiling and debris special passenger requests fare dodgers loud music and cars parked in designated bus bays. Modern technology: The Unreal  Engine 4 provides a high level of graphic detail and stunning simulation quality. Create your own license plate with the license plate generator System Requirements Windows - Minimum OS: Windows 7/8/10 64-Bit Processor: Intel Core i3 with 3.3 GHz or AMD Phenom II X4 with 3.2 GHz Memory: 6 GB RAM Graphics: NVIDIA GeForce GTX 750 (1GB VRAM) or AMD Radeon R7 360 (2GB VRAM) or higher DirectX: Version 11 Network: Broadband internet connection is needed for product activation updates/patches and multiplayer gaming Hard Drive: 6.5 GB Windows - Recommended OS: Windows 10 64-Bit Processor: Intel Core i5-4670 (4th gen.) with 3.4 GHz or AMD FX-8370 with 4 GHz or equivalent Memory: 8 GB RAM Graphics: NVIDIA GeForce GTX 970 (4GB VRAM) or AMD Radeon R9 290 (4GB VRAM) or higher DirectX: Version 11 Network: Broadband internet connection is needed for product activation updates/patches and multiplayer gaming Hard Drive: 6.5 GB  àö√á¬¨¬© 2018 astragon Entertainment GmbH and stillalive studios. Published and distributed by astragon Entertainment GmbH. Bus Simulator 18 astragon astragon Entertainment and its logos are trademarks or registered trademarks of astragon Entertainment GmbH. Mercedes-Benz and the three-pointed star in a ring are trademarks of Daimler AG and used under license by astragon Entertainment GmbH. Manufactured under license from MAN. MAN is a trademark of MAN Truck & Bus AG. IVECO BUS and URBANWAY are brands of CNH Industrial. Manufactured under license from CNH Industrial. Setra and K im Kreis are trademarks of EvoBus GmbH and used under license by astragon Entertainment GmbH. Unreal Unreal Engine the circle-U logo and the Powered by the Unreal Engine logo are trademarks or registered trademarks of Epic Games Inc. in the United States and elsewhere. All intellectual property relating to the buses and bus equipment associated brands and images (including trademarks and/or copyrighted materials) featured in the game are therefore the property of their respective companies. The buses in this game may vary from the actual products in shape colour and performance. All rights reserved. All other names trademarks and logos are property of their respective owners.""                                                                                                                                                                                              Bus Simulator 16: Activation key must be used on a valid Steam account THE GAME Win the daily battle with the clock'become a bus driver Six true-to-life city buses including two Lion's City buses licensed by MAN and a gigantic freely accessible world are waiting for you in Bus Simulator 16. Transport your passengers to their destinations across five authentic city districts safely and on time. Drive a two-door three-door or a true-to-life articulated bus through commuter traffic at rush hour watch out for emergency vehicles and take detours around construction sites. But watch out or you will get into trouble for accidents and traffic violations! You also have to maintain order inside the bus. Calm upset passengers repair stuck doors sell tickets correctly and extend the ramp for wheel chair passengers in a timely manner. You will have to be efficient if you want to stick to your schedule as it is only by doing this that you will build up your reputation in the city earn the trust of your passengers and most importantly make money! The better your reputation the larger the contracts you can secure and the more buses will be available to your company in the shop. Unlock additional districts of the city and carefully plan routes for the employees you will acquire in the included job exchange. As you grow more successful you will also acquire more and more advertising banners for your buses which bring in additional money. If your buses are too dull you can paint and decorate them with unlockable decals ensuring that your passengers reach their destinations in the coolest way possible. You think bus drivers are lonely? Not in Bus Simulator 16! Invite your friends into your game in multiplayer mode and let them take over routes for you. The money they earn can be used to expand your shared company and thus perfect public transportation in your city. You want to drive even more buses and arrange Sunny Springs to fit your expectations? Then you can just construct the city to suit your own taste. Bus Simulator 16 is mod-friendly and you can use programs like Blender and Gimp to adjust the visual appearance of the existing buses to your liking as well as integrate your own custom buses and buildings into the game. KEY FEATURES 6 realistic buses: 2 door buses 3 door buses and articulated buses 2 MAN Lion's City buses Gigantic freely accessible city with 5 authentic districts that you can unlock one by one for a great open-world experience Plan your own routes and drive them yourself A multitude of pedestrians and vehicles with different behaviors bring the city alive Various challenging traffic situations (rush hour mobile road works demonstrations emergency vehicles) Unforeseen situations such as stuck doors and special requests from your passengers constantly demand your attention Follow the traffic rules and stick to your schedule in order to unlock the various buses districts and missions Manage your company hire drivers with various characteristics and skills and optimize your routes and your profit Manage your bus company with your friends in multiplayer mode Customize your buses with different colors and decals Modding: Customize your buses and your city to suit your individual tastes acquire new buses and integrate them into the game Popular steering wheels and gamepads are supported With English Voice Overs SYSTEM REQUIREMENTS Windows Minimum: Windows 7/8/10 64 bit Processor: Intel Core i3 with 3.3 GHz / AMD Phenom II X4 96OT with 3.0 GHz or comparable processor RAM: 4 GB Graphics Card: GeForce GTX 470 (1 GB VRAM) or comparable graphics card Free Hard Drive Space: 4.5 GB Recommended: Windows 7/8/10 64 bit Processor: Intel Core i3 with 3.40 GHz / AMD FX-8320E with 3.2 GHz or comparable processor RAM: 8 GB Graphics Card: GeForce GTX 660 (2 GB VRAM) or comparable graphics card Free Hard Drive Space: 4.5 GB Mac Minimum: Mac OS X 10.10 Processor: Core i5 or comparable processor RAM: 8 GB Graphics Card: Intel Iris Pro 5200 or comparable graphics card Free Hard Drive Space: 4.5 GB The game must be activated once via Steam. An internet connection is required. Recommended: Mac OS X 10.10 Processor: Core i7 or comparable processor RAM: 16 GB Graphics Card: AMD Radeon R9 M395X (4 GB VRAM) or comparable graphics card Free Hard Drive Space: 4.5 GB The game must be activated once via Steam. An internet connection is required.2015 astragon Entertainment GmbH. Developed and distributed by astragon Entertainment GmbH. Bus Simulator 16 astragon and astragon Entertainment and the associated logos are the property of astragon Entertainment GmbH. Manufactured under license from MAN. All rights reserved. All other names brands and logos belong to their individual owners."
605,8,Game,Large,Californium,the game Taking the form of wacky shenanigans and a first-person experience of a bad trip Californium pays homage to sci-fi legend Philip K. Dick (Blade Runner Minority Report Total Recall The Man in the High Castle etc.) by transporting you into the life of a writer who is searching for his own identity. Will you find what's behind the simulacra ? Berkeley 1967. Experience the perils of coming down off acid a post-breakup bout of depression and the anguish of a dying career: Welcome to the life of Elvin Green a science fiction writer in deep distress. Get ready for a sensory trip that will derail your sense of reality and replace it with powerful hallucinations. You spend your time and money on drugs and cheap alcohol and are plagued by insomnia and struggles with blank page syndrome. Vague memories of your wife Thea and your editor Don bleed into each other. Everything you thought was real starts to crumble. It would be so simple to give in to the promises of alternate realities each one more attractive than the next Will you let these ever-present voices take control of your mind? Californium plunges you into a psychedelic world leaving you searching for glitches in the matrix. Darjeeling Nova Production and ARTE France are proud to present this downright love letter to the world of Philip K. Dick. Experience counterintuitive art direction by Olivier Bonhomme (Homo Machina) an exhilarating soundtrack by Xavier Thiry and an incredible performance by actor Paul Bandey in the part of the mysterious Theta. System Requirements Windows - Minimum OS: Windows 7 or Higher Processor: Intel Core i3 2.00 GHz Memory: 4 GB RAM Graphics: DX9 (shader model 2.0) Storage: 2 GB available space Mac - Minimum OS: 10.8 Processor: Intel Core i3 Memory: 4 GB RAM Graphics: ATI Radeon 2400 or higher / NVIDIA 8600M or higher Storage: 2 GB available space
606,0,Game,General,Call of Cthulhu,the game Call of Cthulhu the official videogame inspired by Chaosium's classic pen and paper RPG brings you deep into a world of creeping madness and shrouded Old Gods within Lovecraft's iconic universe. 1924. Private Investigator Pierce is sent to look into the tragic death of the Hawkins family on the isolated Darkwater Island. Soon enough Pierce is pulled into a terrifying world of conspiracies cultists and cosmic horrors. Nothing is as it seems. Sanity is an irregular bedfellow all too often replaced by whisperings in the dark. Strange creatures weird science and sinister cults dominate the Cthulhu Mythos intent on realizing their mad schemes to bring about the end of everything. Your mind will suffer - between sanity and psychosis your senses will be disrupted until you question the reality of everything around you. Trust no one. Slinking shadows hide lurking figures and all the while the Great Dreamer prepares for his awakening. System Requirements Windows - Minimum OS: Windows 7/8/10 (64 bits) PROCESSOR:Intel Core i5-3450 (3.1 GHz)/AMD FX-6300 (3.5 GHz) RAM MEMORY: 8 Go GRAPHICS CARD: 2 GB GeForce GTX 660/Radeon HD 7870 HARD DISK SPACE: 13 GB INTERNET CONNECTION REQUIRED FOR GAME ACTIVATION Windows - Recommended OS: Windows 7/8/10 (64 bits) PROCESSOR:Intel Core i7-3820 (3.6 GHz)/AMD FX-8370 (4.0 GHz) RAM MEMORY: 8 Go GRAPHICS CARD: 4 GB GeForce GTX 970/Radeon R9 3900 HARD DISK SPACE: 13 GB INTERNET CONNECTION REQUIRED FOR GAME ACTIVATION Call of Cthulhu  àö√á¬¨¬©2018 Chaosium Inc. Call of Cthulhu is a video game published by Focus Home Interactive and developed by Cyanide SA. ¨Call of Cthulhu is a trademark of Chaosium Inc. All trademarks or registered trademarks belong to their respective owners. All rights reserved.
608,8,Game,Large,Candle,NOTICE: Activation key must be used on a valid Steam account THE GAME Candle is an adventure with challenging puzzles. Play as Teku a young novice on a dangerous journey to rescue his tribe's shaman from the evil tribe of the Wakcha. But the way is littered with sinister traps and difficult obstacles. To master these challenges you need to have keen eyes and a good sense for your environment or your next step may be your last. But Teku has a special gift: his left hand is a candle. Let it be a bright beacon to drive off your enemies or to shed light on dark places. Gorgeous hand-painted watercolor visuals give Candle that special flair as all backgrounds and characters have been carefully drawn and then scanned picture after picture. The game consistently feels like a living painting. KEY FEATURES Pay attention to all details to solve challenging puzzles Always be on guard the next trap lies in waiting You hold the power of the flame in your hand Hand-painted watercolor drawing a painting coming to life Gorgeous soundtrack with South-American Flair SYSTEM REQUIREMENTS Windows Minimum: OS: Windows 7 SP1 Windows 8 (32/64 bit versions) Processor: 2.8 GHz Dual Core CPU Memory: 4 GB RAM Graphics: Nvidia GeForce GT 220 Radeon HD 8400 DirectX: Version 9.0c Storage: 12 GB available space Sound Card: DirectX 9.0c Compatible Sound Card with Latest Drivers Additional Notes: Shader Model 3.0 must be supported Recommended: OS: Windows 7 SP1 Windows 8 Windows 10 (64 bit versions) Processor: 3.6 GHz Dual Core CPU Memory: 8 GB RAM Graphics: AMD Radeon HD 6670 GeForce GTX 260 or better DirectX: Version 9.0c Storage: 12 GB available space Sound Card: DirectX 9.0c Compatible Sound Card with Latest Drivers Additional Notes: Shader Model 3.0 must be supported Mac Minimum: OS: OSX 10.9 Processor: 2.6 Ghz (Dual Core) Intel Memory: 2 GB RAM Graphics: Intel Iris / AMD Radeon HD 6779M / Nvidia GeForce GT 640 M Storage: 12 GB available space Sound Card: Sound Card with Latest Drivers Additional Notes: Shader Model 3.0 must be supported Recommended: OS: OSX 10.10 Processor: 2.9 Ghz (Dual Core) Intel Memory: 4 GB RAM Graphics: GeForce GT 650 M / AMD Radeon R9 M290X Storage: 12 GB available space Sound Card: Sound Card with Latest Drivers Additional Notes: Shader Model 3.0 must be supported Linux + SteamOS Minimum: OS: 12.04 14.04 16.04 64bit only! Processor: 2.8 GHz Dual Core CPU Memory: 4 GB RAM Graphics: Nvidia GeForce GT 220 Radeon HD 5550 Storage: 12 GB available space Sound Card: Sound Card with Latest Drivers Additional Notes: Shader Model 3.0 must be supported Recommended: OS: 12.04 14.04 16.04 64bit only! Processor: 3.6 GHz Dual Core CPU Memory: 8 GB RAM Graphics: AMD Radeon HD 7730 GeForce GTX 260 or better Storage: 12 GB available space Sound Card: Sound Card with Latest Drivers Additional Notes: Shader Model 3.0 must be supported
609,0,Game,General,Car Mechanic Simulator 2018,the game The Bestselling Car Mechanic Simulator series goes to a new level! Car Mechanic Simulator 2018 challenges players to repair paint tune and drive cars. Find classic unique cars in the new Barn Find module and Junkyard module. You can even add your self-made car in the Car Editor. Build and expand your repair service empire in this incredibly detailed and highly realistic simulation game where attention to car detail is astonishing. All this with new photorealistic graphics. Featuring more cars (40+) more tools (10+) more options and more parts (1000+) than ever before. It's time to roll up your sleeves and get to work! Car Mechanic Simulator 2018 also includes car auctions where old cars are available for resale or purchased for your collection. With the inclusion of photo-mode you can take stunning before and after photos and the game's infinite number of randomly generated missions will keep you more than busy (and dirty). Each mission offers its own unique challenge of varying difficulty and time constraints to meet. If additional and extra tools are needed they available for purchase. You can eventually upgrade your garage to include specific equipment such as lacquer sprayer or a parts warehouse. Key Features Features of Car Mechanic Simulator 2018: photorealistic graphics 40+ cars to get your hands dirty with 10+ tools to help you check out cars 1000+ parts waiting for you start from a small workshop and upgrade it to a full sized 3-lifter gem mix of randomly generated jobs to fulfill endless gameplay multilevel car parking in which you can store you cars Advanced Upgrades System (level up and spend your points to upgrades) Path Test to test car suspension Test Track to test car condition (or just fool around) Race Track to test car performance Car Auctions where you can compete with other bidders and try to outbid them Car Paint Shop with different paint types and car liveries (or you can just paint one part to save money) Barn Finds where you search for abandoned cars in barns - make sure to look there for parts Junkyard (scavenge for parts and rusty cars) Car Editor for modders (add your cars to the game!) New Features since CMS 2015: seats steering wheels and benches are exchangeable car windows are now parts too new repair system (smarter way to repair parts) parts warehouse (you can store your parts in a warehouse now) sheds (Barn Find module) separated tires and rims (you can place any tire and rim you want) new working shock absorber tool new working battery charger new working wheel balancer and changer race track (next to test track there is a race track with a timer) new physics system (much more complex) car liveries (you can apply liveries to your car) redone paint system (you can paint each part separately choose the paint type: matt metallic pearl) modding support from day 1 (place your own cars in the game) customizable license plates (with modding support) customizable game music (with user music) engine crane (tired of lifting your car up and down to disassemble engine) creating new engines on the crane (starting from scratch) leveling system (XP with upgrades) new car salon (you can buy brand new cars) liquids in car story orders (pregenerated like in CMS 2014) next to generated orders (like in CMS 2015) all new UI and easier controls (with rebind) pad support ... and much much more Official licensed brands coming up in DLC's: Mercedes Maserati DeLorean Pagani Bentley Dodge Plymouth Chrysler Jeep Ram Lotus Mazda ... and more System Requirements Windows - Minimum Requires a 64-bit processor and operating system OS: Windows(64-bit) 7 or Newer Processor: Intel Core i3 3.0 GHz Memory: 4 GB RAM Graphics: NVidia GeForce GTX 660 2GB VRAM DirectX: Version 11 Storage: 20 GB available space Windows - Recommended Requires a 64-bit processor and operating system OS: Windows(64-bit) 7 or Newer Processor: Intel Core i5 3.4 GHz Memory: 8 GB RAM Graphics: NVidia GeForce GTX 970 4GB VRAM DirectX: Version 11 Storage: 20 GB available space
610,9,Game,Steam,Caravan,NOTICE: Activation key must be used on a valid Steam account THE GAME Many myths and legends have been woven about the Arabian Peninsula. One of these legends tells of Iram City of Pillars and its exceptional destiny. Being the heir to the throne you lived a life of splendor and never worked one day of physical labor  until one day the winds of fate turned. Days passed and the storm did not fade if anything its strength and ferocity only grew. You would do anything to bring back only a spark of your mother's joy. And so one night when the kingdom sleeps and the moon smiles you embark on a journey... Caravan combines strategy with RPG elements resulting in a trading and exploration game packed with suspense and challenges. In a pre-medieval Oriental setting players will send their caravan from town to town. On their way they will experience dangerous mystical adventures embark on rewarding quests in towns and fight against dangerous bandits beasts ghoulish creatures and djinns. KEY FEATURES Genre-Mix: diverse gaming experience through a mix of strategy trade and RPG elements Players manage their own caravan Setting based on history and geography of the Orient Cultural authenticity through regional folklore and stories of the Arabian Nights  SYSTEM REQUIREMENTS Windows Minimum: OS Version: Windows Vista SP2 Processor: 2.2 GHz Dual Core CPU Memory: 2 GB RAM Graphics: ATI Radeon HD 3400 Series GeForce 8600 GS DirectX Version: Version 9.0c Disk Space: 400 MB available disk space Sound Card: DirectX 9.0c Compatible Sound Card with Latest Drivers Recommended: OS Version: Win 7 8 10 Processor: 2.7 GHz Dual Core CPU Memory: 4 GB RAM Graphics: AMD Radeon HD 6670 GeForce GT 445M or better DirectX Version: Version 9.0c Disk Space: 400 MB available disk space Sound Card: DirectX 9.0c Compatible Sound Card with Latest Drivers Mac Minimum: OS Version: Mac OS X 10.10 Processor: 2.0 GHz Dual Core CPU Memory: 4 GB RAM Graphics: Intel HD 4000 Nvidia Geforce 9400M or AMD HD 4700 Graphics Card Disk Space: 600 MB available disk space Sound Card: Mac OS X Compatible Sound Card Additional Notes: At reduced resolution Recommended: OS Version: Mac OS X 10.11 Processor: 2.5 GHz Dual Core CPU Memory: 4 GB RAM Graphics: Intel HD 5000 Nvidia Geforce GT 650M or AMD Radeon HD6670 Graphics Card Disk Space: 600 MB available disk space Sound Card: Mac OS X Compatible Sound Card Linux Minimum: OS Version: Ubuntu 12.04 Processor: 2.2 GHz Dual Core CPU Memory: 2 GB RAM Graphics: GeForce 8600 GS ATI Radeon HD 3600 Series with proprietary drivers! Disk Space: 510 MB available disk space Sound Card: Sound Card with Latest Drivers Recommended: OS Version: Ubuntu 14.04 Processor: 2.7 GHz Dual Core CPU Memory: 4 GB RAM Graphics: GeForce GT 445M ATI Radeon 6750 or better and with proprietary drivers! Disk Space: 510 MB available disk space Sound Card: Sound Card with Latest Drivers
611,0,Game,General,Carnival GamesVR,Requires internet connection. NOTICE: This is a VR-only game and cannot be played without an HTC ViveTM. About the game Step right up and play the game where everyone  a winner! From the creator of Carnival Games Cat Daddy Games and 2K bring the fun and entertainment from this successful franchise into virtual reality. Carnival Games VR brings an all new immersive virtual reality experience allowing you to explore the park interact with patrons and play up to 12 different games! Enter a themed Carnival Alley where you can play a game and earn tickets for fun virtual prizes or unlock another game. Whether it  scaling a castle in Climbing Wall rolling for a high score in Alley Ball or shooting basketballs in Swish  there is something for everyone. Key Features A Carnival Game for Everyone - With 12 carnival games there is something for everyone. Whether you wind up and throw baseballs in Golden Arm shoot basketballs in Swish test your aim in Shooting Gallery or scale a castle from great heights in Climbing Wall - there are a variety of exciting games to play! Interactive Environment - Immerse yourself in the carnival atmosphere where the Barker keeps you on your toes you interact with the park patrons navigate through four Carnival Alleys with unique playroom themes from the Cowpoke Corral to the Wizard  Walkway. Earn Prizes Unlock Games - Complete a game and collect tickets for fun virtual prizes along with unlocking more game modes at the Prize Booth! All prizes are held in a Playroom where you can unlock unique achievements. A Great Party Game - Did you get a high score? Challenge your friends and see who can earn the top spot of the online leaderboard. System Requirements HTC Vive System Requirements PC Windows 7 64-bit with Service Pack 1 Windows 8.1 64-bit or Windows 10 64-bit Intel i5-4590 or AMD FX 8350 or greater NVIDIA GTX 970 / AMD 290 equivalent or greater Video port: HDMI 1.4 DisplayPort 1.2 or better 4GB+ RAM USB port: 1x USB 2.0 or faster port 2+ GB HDD Space  2016 Take-Two Interactive Software Inc. 2K Cat Daddy Games Carnival Games Carnival Games VR and their respective logos are trademarks of Take-Two Interactive Software Inc. All rights reserved. All other marks are property of their respective owners. Use of this product requires agreement to the following third party end user license agreement: http://www.take2games.com/eula/
612,8,Game,Large,Castlevania Anniversary Collection,the game Konami's Castlevania Anniversary Collection traces the origins of the historic vampire franchise. Included is a unique eBook with details provided by developers artists and others inspired by the Castlevania legacy which sheds a fresh light into the world of Castlevania. Released as part of the Konami 50th Anniversary celebration relive these timeless classics that helped define the platformer genre. From the Belmont clan to their extended bloodlines and allies the Castlevania Anniversary Collection is the best first step for anyone to take into the world of Castlevania and the fight against Dracula! Castlevania Castlevania II Simon's Quest Castlevania III Dracula's Curse Super Castlevania IV Castlevania The Adventure Castlevania II Belmont's Revenge Castlevania Bloodlines Kid Dracula (never released in English before) History of Castlevania - Book of the Crescent Moon System Requirements Windows - Minimum OS Version: Windows 10 - 64bit Processor: Corei3 3120M Memory: 2GB Graphics: Intel HD Graphics 4000 DirectX: Version 11 Disk Space: 560MB Additional Notes: 1280 x 720 monitor resolution Windows - Recommended OS Version: Windows 10 - 64bit Processor: Intel Core i7-3770 / AMD FX 8350 Memory: 8GB Graphics: NVIDIA GTX 760 / AMD Radeon R9 270X DirectX: Version 11 Disk Space: 560MB Additional Notes: 1920 x 1080 monitor resolution Konami Digital Entertainment
613,8,Game,Large,Cat Quest,"the game Cat Quest is an open world RPG set in the pawsome world of cats! Leap into a grand adventure in purrsuit of the evil Drakoth and your catnapped sister! Explore Felingard's huge overworld map risk life and limb delving into dungeons for epic loot and lend a paw to a furry cast of characters in a flurry of side quests. Key features Real-time Combat Combat in Cat Quest takes place entirely in real time allowing you to get close to enemies with a slash of your blade dodge roll to avoid a counter-attack and then finish them off with powerful magic! Wield the ancient spells of Lightnyan Flamepurr and Healpaw to vanquish your foes! (Fur real!) Equipment Customization Outfit your catventurer with a whole basket of equipment! Prefurr casting spells? Don an arcane hood robes and a staff to bolster your mana reserves! Want to protect yourself from attack? Deck out your catventurer with chainmail armor to increase your health and provide an extra level of protection. Weapons armor and spells can be mixed and matched to create the purrfect combinations for your playstyle! World Exploration The world of Felingard is littered with interesting places and people! Discover a possessed town whose residents lust for obscene amounts of meat assist the mages Mewlin and Meowgan in their search to break a magic seal and locate someone's missing delivery of House of Parchments and The Pouncing Dead. Exploration is one of the main scratching posts of Cat Quest and with locations such as Bermewda's Triangle the Furbidden Fields and Pawt City to explore it's time to get pawing! Soundtrack Experience an enchanting orchestral score inspired by classic RPGs! system requirements Windows - Minimum OS: Windows 7 Processor: Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz (4 CPUs) ~3.1GHz RAM: 4 GB RAM Graphics card: Intel(R) HD Graphics 520 HDD: 250 MB available space Mac - Minimum OS: OS X 10.6 RAM: 4 GB RAM HDD: 300 MB available space Cat Quest is a copyright of The Gentlebros Pte. Ltd. 2017. Published by PQube Limited."""
614,9,Game,Steam,Ceres,NOTICE: Activation key must be used on a valid Steam account THE GAME The solar system is ravaged. The Earth is gone shattered to pieces. Nothing remains but a huge ring of rocky debris. Nobody knows why the Gate malfunctioned. It was built to connect our world to other stars but only a handful of colony ships were sent away before disaster struck. The Gate is believed to have unexpectedly connected to the wrong star - one just going nova. Torrents of gravitational waves flooded our solar system and the Earth was immediately obliterated. The Gate then started connecting to random stars spewing ashes from dying worlds radiation from younger suns or even drawing in alien lifeforms. The solar system began to change. Humans and their machines live on: pockets of civilization have gathered into warring factions. Many adventurers roam the cold wastes in their spaceships defying death and perils unknown -there are countless tales of monstrous machines and alien creatures preying on hapless ships. Real menaces or mere fantasies ? Who can now part the myth from the ever-changing reality ? In a world where humans monsters and machine-gods fight for survival something will eventually have to give. You play the role of a young adventurer who just got his hands on his first spaceship and is determined to make a name for himself. A routine scouting mission turns out to be something much greater when you encounter an A.I. called Ceres. KEY FEATURES Single-player tactical space combat. Lead a squadron of ships and fight through a mission-drive storyline the way you see fit. Third person view and simple yet deep point-and-click order system. Your ships not only unleash deadly lasers or missiles but it is possible to launch hacking attacks to damage or even take control of enemy ships ! Manage your set of skills as you gain experience. Special perks also appear when you perform well. Hire captains and crews for your squadron's ships. Watch them gain experience as they fight by your side. Heavily customize your ships with equipment or weapons of different origins. Modify ship's modules armor weapons sensors or counter-measures. Dozens of ship types which can be acquired and commanded from the smallest corvette to the mightiest battleship. Advanced damage system: ships can suffer critical and system failures in combat. Loot anything that floats in space trade items around the solar system to gain extra income or salvage wrecked ships and even capture hostile vessels with boarding drones. SYSTEM REQUIREMENTS OS: Windows 7 / 8 CPU: i5 2.5Ghz Intel dual Core RAM: 4 GB RAM Video: 1GB nVidia Geforce GT460 500 MB ATI HD4850 or equivalent DirectX  9.0c HD Space: 2 GB Sound: DirectX 9 compatible Audio card Minimum Resolution: 1024 x 768
615,8,Game,Large,Chroma Squad,the game Chroma Squad is a tactical RPG about five stunt actors who decide to quit their jobs and start their own Power Rangers-inspired TV show! Cast actors purchase equipment and upgrades for your studio craft weapons and giant Mechas out of cardboard and duct tape. Once the cameras are rolling you will control your cast of five colored-jumpsuit-clad warriors in dramatic turn-based battles! Key Features Customize your TV studio: hire actors upgrade your gear do marketing craft weapons costumes and giant cardboard robots! Tactical RPG combat with a twist: combine your heroes  abilities with Teamwork maneuvers! In-Depth RPG systems with skill trees random equipment crafting and branching storyline with 3 different endings! Giant Mecha combat destroy the city to save the city! A love letter to Power Rangers Tokusatsu and the Japanese series of our childhoods! Deliciously-animated pixel art and a chiptune soundtrack that shines like justice! System Requirements Windows - Minimum OS: Windows XP or later Processor: 2000 Mhz Memory: 512 MB RAM Graphics: 640x480 minimum resolution (Direct3D/OpenGL compatible card with at least 128MB) DirectX: Version 9.0c Storage: 250 MB available space Sound Card: 2D sound compatible card Mac - Minimum OS: OS X 10.4 or later Processor: 2000 Mhz Memory: 512 MB RAM Graphics: 640x480 minimum resolution (Direct3D/OpenGL compatible card with at least 128MB) Storage: 250 MB available space Sound Card: 2D sound compatible card SteamOS + Linux - Minimum OS: Ubuntu 10 or later Processor: 2000 Mhz Memory: 512 MB RAM Graphics: 640x480 minimum resolution (Direct3D/OpenGL compatible card with at least 128MB) Sound Card: 2D sound compatible card  Behold Studios all rights reserved.
616,8,Game,Large,Chronicles of Mistery: The Tree of Life,the game WHEN KNOWLEDGE BECOMES LETHAL For centuries people have risked their lives and committed unspeakable crimes to discover the secrets of The Tree of Life. Times have changed but not human nature. As Sylvie Leroux - a young archaeologist and adventurer working to solve the mystery that surrounds the legend finds herself tempted by the same promises like so many others before her. What is linking the mystery of the missing crew from the Mary Celeste with a trunk dating back to the conquistadors? Who is the enigmatic Count of St. Germain? In order to get answers to these and many more questions Sylvie will set on an epic journey which will lead her across the channels of Venice to the dark alleys of Cairo rocky coasts of Gibraltar and into the unknown. Key features Exciting compelling plot full of secrets from the past Challenging puzzles requiring wits and logical thinking Detailed eye catching locations such as Venice Cairo and Gibraltar A multitude of intriguing characters to interact with system requirements Windows - Minimum Windows XP/Vista DirectX 9 CPU 2 GHz (Dual Core 16 Ghz) 512 RAM NVIDIA GeForce or ATI Radeon 64 MB RAM compatible with DirectX 9 4 GB of free HDD space mouse keyboard sound card compatible with DirectX
